DATASET PATH: C:/Users/Subadmin/workspace/ToyBeispiel/TempPP.dat

Vektor 62 [Desired-Out = 14.460499530536099 | Final-Result = 15.157040538483104 | Diff. = -0.6965410079470047]
Vektor 63 [Desired-Out = 19.6735411539648 | Final-Result = 19.740093809030025 | Diff. = -0.06655265506522667]
Vektor 64 [Desired-Out = 1.5105102220430697 | Final-Result = 1.6045023366094828 | Diff. = -0.0939921145664131]
Vektor 65 [Desired-Out = 36.111892691716804 | Final-Result = 34.914565833497235 | Diff. = 1.1973268582195686]
Vektor 66 [Desired-Out = 1.4281390672345897 | Final-Result = 3.6420612232098124 | Diff. = -2.2139221559752227]
Vektor 67 [Desired-Out = 40.2006014671819 | Final-Result = 39.95552271733521 | Diff. = 0.24507874984669087]
Vektor 68 [Desired-Out = 26.4423444227191 | Final-Result = 27.239925497300266 | Diff. = -0.7975810745811671]
Vektor 69 [Desired-Out = 74.6109725083774 | Final-Result = 73.7804404022 | Diff. = 0.8305321061774009]
Vektor 70 [Desired-Out = 15.689918010328302 | Final-Result = 15.6896215025292 | Diff. = 2.9650779910284086E-4]
Vektor 71 [Desired-Out = 31.7373722041329 | Final-Result = 32.15685428918995 | Diff. = -0.41948208505705153]
Vektor 72 [Desired-Out = 24.7571847988245 | Final-Result = 25.132118150410925 | Diff. = -0.3749333515864244]
Vektor 73 [Desired-Out = 6.462938500123628 | Final-Result = 5.4535302244988175 | Diff. = 1.0094082756248106]
Vektor 74 [Desired-Out = 1.0015733912641407 | Final-Result = 1.6440218142526957 | Diff. = -0.642448422988555]
Vektor 75 [Desired-Out = 27.3534494356 | Final-Result = 27.468195142258534 | Diff. = -0.11474570665853179]
Vektor 76 [Desired-Out = 11.8834869234379 | Final-Result = 13.121683716833862 | Diff. = -1.2381967933959626]
Vektor 77 [Desired-Out = 7.012943690331732 | Final-Result = 5.796017760502052 | Diff. = 1.2169259298296797]
Vektor 78 [Desired-Out = 73.5381675644932 | Final-Result = 73.34279953721368 | Diff. = 0.19536802727951397]
Vektor 79 [Desired-Out = 4.213671951071621 | Final-Result = 6.249872322086112 | Diff. = -2.036200371014491]
Vektor 80 [Desired-Out = 18.973713849282497 | Final-Result = 18.988646729478187 | Diff. = -0.014932880195690501]
Vektor 81 [Desired-Out = 10.0330707194619 | Final-Result = 11.11170681580177 | Diff. = -1.0786360963398707]
Vektor 82 [Desired-Out = 46.127758025548296 | Final-Result = 45.16368304051518 | Diff. = 0.9640749850331147]
Vektor 83 [Desired-Out = 68.471540534507 | Final-Result = 67.45658650730952 | Diff. = 1.0149540271974757]
Vektor 84 [Desired-Out = 80.25239449414 | Final-Result = 80.71479234232656 | Diff. = -0.46239784818655494]
Vektor 85 [Desired-Out = 58.1458939119883 | Final-Result = 58.67917157012839 | Diff. = -0.5332776581400864]
Vektor 86 [Desired-Out = 62.402182152548804 | Final-Result = 62.72143484354987 | Diff. = -0.31925269100106846]
Vektor 87 [Desired-Out = 26.237736605786306 | Final-Result = 26.035312720891856 | Diff. = 0.20242388489445062]
Vektor 88 [Desired-Out = 53.852928183515 | Final-Result = 53.49305643148235 | Diff. = 0.359871752032646]
Vektor 89 [Desired-Out = 33.9379109437263 | Final-Result = 33.704334163264555 | Diff. = 0.23357678046174613]
Vektor 90 [Desired-Out = 51.2834797918698 | Final-Result = 51.22103884339221 | Diff. = 0.06244094847759385]
Vektor 91 [Desired-Out = 32.2974712724271 | Final-Result = 33.120446021431206 | Diff. = -0.8229747490041035]
Vektor 92 [Desired-Out = 16.461600631908997 | Final-Result = 16.265380056795646 | Diff. = 0.196220575113351]
Vektor 93 [Desired-Out = 64.6262414196464 | Final-Result = 64.45010745555037 | Diff. = 0.17613396409603865]
Vektor 94 [Desired-Out = 8.29426793863888 | Final-Result = 7.266235151520341 | Diff. = 1.0280327871185388]
Vektor 95 [Desired-Out = 73.3526673966402 | Final-Result = 73.85219227808355 | Diff. = -0.4995248814433495]
Vektor 96 [Desired-Out = 9.86553149491244 | Final-Result = 11.393827295021076 | Diff. = -1.5282958001086353]
Vektor 97 [Desired-Out = 60.18941689568279 | Final-Result = 59.66119263917048 | Diff. = 0.5282242565123099]
Vektor 98 [Desired-Out = 5.14970583093916 | Final-Result = 4.256594790399208 | Diff. = 0.893111040539952]
Vektor 99 [Desired-Out = 67.1238388616572 | Final-Result = 67.13653704451228 | Diff. = -0.012698182855075402]
Vektor 100 [Desired-Out = 60.70466918304949 | Final-Result = 60.49220174486306 | Diff. = 0.21246743818642955]
Vektor 101 [Desired-Out = 43.6442443223093 | Final-Result = 43.519815611022246 | Diff. = 0.12442871128705235]
Vektor 102 [Desired-Out = 64.77137883491201 | Final-Result = 65.37803772231007 | Diff. = -0.606658887398055]
Vektor 103 [Desired-Out = 2.6942103323755093 | Final-Result = 2.4735622846385694 | Diff. = 0.2206480477369399]
Vektor 104 [Desired-Out = 78.76971997427482 | Final-Result = 79.30991523552227 | Diff. = -0.5401952612474474]
Vektor 105 [Desired-Out = 25.903585606906393 | Final-Result = 26.232447592700666 | Diff. = -0.3288619857942727]
Vektor 106 [Desired-Out = 4.22933863091595 | Final-Result = 5.867737869848297 | Diff. = -1.6383992389323474]
Vektor 107 [Desired-Out = 16.8838809248722 | Final-Result = 16.111295660752035 | Diff. = 0.7725852641201669]
Vektor 108 [Desired-Out = 5.713162277596521 | Final-Result = 4.426377114194308 | Diff. = 1.2867851634022136]
Vektor 109 [Desired-Out = 11.759432646180402 | Final-Result = 12.49204689034499 | Diff. = -0.7326142441645889]
Vektor 110 [Desired-Out = 17.808365042784093 | Final-Result = 17.622181395608738 | Diff. = 0.18618364717535485]
Vektor 111 [Desired-Out = 10.5519199163869 | Final-Result = 9.170425241721292 | Diff. = 1.3814946746656087]
Vektor 112 [Desired-Out = 27.986065156147507 | Final-Result = 27.315299481751243 | Diff. = 0.6707656743962644]
Vektor 113 [Desired-Out = 3.724353215870922 | Final-Result = 3.1466965254799435 | Diff. = 0.5776566903909783]
Vektor 114 [Desired-Out = 50.9623923970475 | Final-Result = 50.44529717655573 | Diff. = 0.5170952204917754]
Vektor 115 [Desired-Out = 68.6648522621209 | Final-Result = 69.22725112566334 | Diff. = -0.5623988635424411]
Vektor 116 [Desired-Out = 31.778700730105104 | Final-Result = 31.774359602000626 | Diff. = 0.004341128104478287]
Vektor 117 [Desired-Out = 48.872344869674606 | Final-Result = 48.710389564640266 | Diff. = 0.16195530503433986]
Vektor 118 [Desired-Out = 33.297023665949204 | Final-Result = 33.80539807399036 | Diff. = -0.5083744080411563]
Vektor 119 [Desired-Out = 25.1589006327957 | Final-Result = 25.85350134804883 | Diff. = -0.6946007152531308]
Vektor 120 [Desired-Out = 20.3592202220273 | Final-Result = 20.684669430740232 | Diff. = -0.32544920871293215]
Vektor 121 [Desired-Out = 37.8937044562564 | Final-Result = 37.32332634785276 | Diff. = 0.5703781084036379]
Vektor 122 [Desired-Out = 50.80192429324781 | Final-Result = 49.93139334044377 | Diff. = 0.8705309528040388]
Vektor 123 [Desired-Out = 2.16700598311645 | Final-Result = 4.434305020470059 | Diff. = -2.2672990373536086]
Vektor 124 [Desired-Out = 73.93662926895202 | Final-Result = 73.62297076173598 | Diff. = 0.31365850721603294]
Vektor 125 [Desired-Out = 24.872926739727095 | Final-Result = 25.738623809063647 | Diff. = -0.8656970693365516]
Vektor 126 [Desired-Out = 4.781978008073631 | Final-Result = 3.9306059136197096 | Diff. = 0.8513720944539216]
Vektor 127 [Desired-Out = 31.00444447419441 | Final-Result = 31.530525756356663 | Diff. = -0.5260812821622523]
Vektor 128 [Desired-Out = 79.1208758117872 | Final-Result = 79.11387872306408 | Diff. = 0.006997088723124989]
Vektor 129 [Desired-Out = 30.6366910449496 | Final-Result = 30.26232930809778 | Diff. = 0.37436173685182084]
Vektor 130 [Desired-Out = 36.784971589819705 | Final-Result = 36.51296434615948 | Diff. = 0.27200724366022655]
Vektor 131 [Desired-Out = 51.1089582229806 | Final-Result = 50.54407475837155 | Diff. = 0.5648834646090464]
Vektor 132 [Desired-Out = 14.562963315338601 | Final-Result = 14.343233195440817 | Diff. = 0.21973011989778435]
Vektor 133 [Desired-Out = 25.823737768519198 | Final-Result = 26.49099377208241 | Diff. = -0.6672560035632102]
Vektor 134 [Desired-Out = 9.81553584589133 | Final-Result = 11.3498372230355 | Diff. = -1.5343013771441694]
Vektor 135 [Desired-Out = 1.7602029165233 | Final-Result = 3.738792992140465 | Diff. = -1.978590075617165]
Vektor 136 [Desired-Out = 33.07991341945031 | Final-Result = 32.91762463582801 | Diff. = 0.16228878362229437]
Vektor 137 [Desired-Out = 16.924965662995305 | Final-Result = 17.007890372332238 | Diff. = -0.08292470933693252]
Vektor 138 [Desired-Out = 13.3807768514047 | Final-Result = 12.348780211058799 | Diff. = 1.031996640345902]
Vektor 139 [Desired-Out = 51.43614269626139 | Final-Result = 50.11644753710286 | Diff. = 1.3196951591585346]
Vektor 140 [Desired-Out = 4.732510308027801 | Final-Result = 4.214599165308816 | Diff. = 0.5179111427189849]
Vektor 141 [Desired-Out = 3.380952778259159 | Final-Result = 5.822271865916954 | Diff. = -2.441319087657795]
Vektor 142 [Desired-Out = 28.80134406825651 | Final-Result = 28.865456356958138 | Diff. = -0.06411228870162944]
Vektor 143 [Desired-Out = 43.7937028952091 | Final-Result = 43.48068906413493 | Diff. = 0.3130138310741728]
Vektor 144 [Desired-Out = 10.137010942045901 | Final-Result = 9.288909451675723 | Diff. = 0.848101490370178]
Vektor 145 [Desired-Out = 50.9652831484117 | Final-Result = 51.46811777330254 | Diff. = -0.5028346248908377]
Vektor 146 [Desired-Out = 1.0295806829105205 | Final-Result = 3.1759519981176005 | Diff. = -2.1463713152070802]
Vektor 147 [Desired-Out = 74.61065064648271 | Final-Result = 74.00208062397952 | Diff. = 0.6085700225031871]
Vektor 148 [Desired-Out = 34.065264286453804 | Final-Result = 34.75192509744181 | Diff. = -0.686660810988009]
Vektor 149 [Desired-Out = 14.9149157446584 | Final-Result = 15.889259969798477 | Diff. = -0.9743442251400776]
Vektor 150 [Desired-Out = 5.162706821438859 | Final-Result = 4.194487509055874 | Diff. = 0.9682193123829848]
Vektor 151 [Desired-Out = 15.6441239424011 | Final-Result = 15.292039366136137 | Diff. = 0.3520845762649625]
Vektor 152 [Desired-Out = 2.64026738377438 | Final-Result = 2.439737055559533 | Diff. = 0.20053032821484695]
Vektor 153 [Desired-Out = 42.2612584300464 | Final-Result = 41.93979846231716 | Diff. = 0.3214599677292398]
Vektor 154 [Desired-Out = 33.3250705221677 | Final-Result = 33.927501054706475 | Diff. = -0.6024305325387758]
Vektor 155 [Desired-Out = 22.146706387015904 | Final-Result = 22.694152092168547 | Diff. = -0.5474457051526436]
Vektor 156 [Desired-Out = 19.586590327984496 | Final-Result = 19.82794197821276 | Diff. = -0.241351650228264]
Vektor 157 [Desired-Out = 55.5688605575235 | Final-Result = 54.80814673547423 | Diff. = 0.7607138220492686]
Vektor 158 [Desired-Out = 6.919915772469249 | Final-Result = 5.871897989821121 | Diff. = 1.0480177826481283]
Vektor 159 [Desired-Out = 54.921431652944 | Final-Result = 54.98159842438595 | Diff. = -0.06016677144194915]
Vektor 160 [Desired-Out = 2.2602523936049503 | Final-Result = 4.449578840260233 | Diff. = -2.1893264466552824]
Vektor 161 [Desired-Out = 47.377409928193 | Final-Result = 46.28682182817091 | Diff. = 1.0905881000220958]
Vektor 162 [Desired-Out = 20.5303054272125 | Final-Result = 21.38131320854881 | Diff. = -0.8510077813363104]
Vektor 163 [Desired-Out = 58.1472255512037 | Final-Result = 58.270514768542974 | Diff. = -0.123289217339277]
Vektor 164 [Desired-Out = 32.1308399094132 | Final-Result = 32.797463400478335 | Diff. = -0.6666234910651383]
Vektor 165 [Desired-Out = 46.751059942877504 | Final-Result = 46.06315891279795 | Diff. = 0.6879010300795514]
Vektor 166 [Desired-Out = 73.9119860481781 | Final-Result = 74.65378350841868 | Diff. = -0.7417974602405906]
Vektor 167 [Desired-Out = 18.8665195653229 | Final-Result = 18.844742310236775 | Diff. = 0.021777255086124825]
Vektor 168 [Desired-Out = 65.5327532628989 | Final-Result = 64.14398853055997 | Diff. = 1.3887647323389274]
Vektor 169 [Desired-Out = 31.9157874377403 | Final-Result = 32.765575235979185 | Diff. = -0.8497877982388857]
Vektor 170 [Desired-Out = 1.0931206745088695 | Final-Result = 1.703529815660871 | Diff. = -0.6104091411520014]
Vektor 171 [Desired-Out = 16.378312749427895 | Final-Result = 16.329399087845324 | Diff. = 0.04891366158257071]
Vektor 172 [Desired-Out = 1.1477225396766892 | Final-Result = 3.3446212140661924 | Diff. = -2.1968986743895034]
Vektor 173 [Desired-Out = 55.412912378946494 | Final-Result = 54.555417315355136 | Diff. = 0.8574950635913581]
Vektor 174 [Desired-Out = 53.9795365567268 | Final-Result = 54.08847077005422 | Diff. = -0.10893421332742292]
Vektor 175 [Desired-Out = 57.4144364046245 | Final-Result = 58.022417237752904 | Diff. = -0.6079808331284013]
Vektor 176 [Desired-Out = 14.7091672047659 | Final-Result = 15.544128651404565 | Diff. = -0.8349614466386654]
Vektor 177 [Desired-Out = 20.343513940050897 | Final-Result = 20.351690709199485 | Diff. = -0.008176769148587226]
Vektor 178 [Desired-Out = 36.79997058359431 | Final-Result = 35.820994540292084 | Diff. = 0.9789760433022252]
Vektor 179 [Desired-Out = 2.8818831971785794 | Final-Result = 2.676890645119876 | Diff. = 0.20499255205870348]
Vektor 180 [Desired-Out = 8.814782704943042 | Final-Result = 7.835405341882008 | Diff. = 0.9793773630610341]
Vektor 181 [Desired-Out = 64.8477493802032 | Final-Result = 65.7264247092905 | Diff. = -0.8786753290873008]
Vektor 182 [Desired-Out = 26.346875822052702 | Final-Result = 25.882190515846684 | Diff. = 0.4646853062060181]
Vektor 183 [Desired-Out = 33.1545313678718 | Final-Result = 32.64521947791582 | Diff. = 0.5093118899559741]
Vektor 184 [Desired-Out = 12.1114280514942 | Final-Result = 13.394669024676094 | Diff. = -1.2832409731818952]
Vektor 185 [Desired-Out = 23.890020899704304 | Final-Result = 24.428906005692024 | Diff. = -0.5388851059877204]
Vektor 186 [Desired-Out = 32.2988838797091 | Final-Result = 31.416394098808237 | Diff. = 0.8824897809008654]
Vektor 187 [Desired-Out = 3.1569541413881694 | Final-Result = 2.795812345983957 | Diff. = 0.36114179540421265]
Vektor 188 [Desired-Out = 37.8230361359194 | Final-Result = 37.87870834056024 | Diff. = -0.05567220464083533]
Vektor 189 [Desired-Out = 44.8328676027834 | Final-Result = 44.40142997304386 | Diff. = 0.43143762973954125]
Vektor 190 [Desired-Out = 24.320632637913498 | Final-Result = 24.75059355758069 | Diff. = -0.42996091966719163]
Vektor 191 [Desired-Out = 10.2015568100297 | Final-Result = 11.60085975339901 | Diff. = -1.3993029433693103]
Vektor 192 [Desired-Out = 22.998375999788802 | Final-Result = 22.768398745207662 | Diff. = 0.22997725458114004]
Vektor 193 [Desired-Out = 30.475600464108602 | Final-Result = 30.935157840649893 | Diff. = -0.4595573765412908]
Vektor 194 [Desired-Out = 53.8079546725632 | Final-Result = 53.0156387710831 | Diff. = 0.7923159014801016]
Vektor 195 [Desired-Out = 63.6194605146286 | Final-Result = 63.08076732573483 | Diff. = 0.5386931888937667]
Vektor 196 [Desired-Out = 65.3753796340841 | Final-Result = 66.050391822638 | Diff. = -0.6750121885539073]
Vektor 197 [Desired-Out = 23.184920320633204 | Final-Result = 23.791710602251996 | Diff. = -0.6067902816187924]
Vektor 198 [Desired-Out = 59.46538234097539 | Final-Result = 58.141029283291864 | Diff. = 1.324353057683524]
Vektor 199 [Desired-Out = 10.059270138970199 | Final-Result = 9.396564447970704 | Diff. = 0.6627056909994948]
Vektor 200 [Desired-Out = 68.41987466409232 | Final-Result = 69.72796328277693 | Diff. = -1.3080886186846072]
Vektor 201 [Desired-Out = 4.200723135240811 | Final-Result = 3.6220381482133917 | Diff. = 0.5786849870274198]
Vektor 202 [Desired-Out = 19.1453978018188 | Final-Result = 19.51026107284521 | Diff. = -0.3648632710264117]
Vektor 203 [Desired-Out = 10.665949556160902 | Final-Result = 12.227394763538882 | Diff. = -1.5614452073779805]
Vektor 204 [Desired-Out = 58.38646967936399 | Final-Result = 57.67127309386377 | Diff. = 0.7151965855002231]
Vektor 205 [Desired-Out = 10.927859331030598 | Final-Result = 10.085139107774882 | Diff. = 0.842720223255716]
Vektor 206 [Desired-Out = 29.121591574778602 | Final-Result = 29.82565127359869 | Diff. = -0.7040596988200889]
Vektor 207 [Desired-Out = 1.2084972814089998 | Final-Result = 3.417351825996241 | Diff. = -2.2088545445872416]
Vektor 208 [Desired-Out = 72.1212429978898 | Final-Result = 71.23598430157737 | Diff. = 0.8852586963124196]
Vektor 209 [Desired-Out = 23.455775406864504 | Final-Result = 24.263027810269456 | Diff. = -0.8072524034049522]
Vektor 210 [Desired-Out = 56.5778127974553 | Final-Result = 56.032094596555226 | Diff. = 0.5457182009000761]
Vektor 211 [Desired-Out = 41.549220053489506 | Final-Result = 41.457425030878916 | Diff. = 0.09179502261059014]
Vektor 212 [Desired-Out = 1.0664662091525297 | Final-Result = 3.3526355774122267 | Diff. = -2.286169368259697]
Vektor 213 [Desired-Out = 39.5991015755241 | Final-Result = 39.133302421831246 | Diff. = 0.4657991536928563]
Vektor 214 [Desired-Out = 28.87762770843881 | Final-Result = 29.149709325005325 | Diff. = -0.27208161656651697]
Vektor 215 [Desired-Out = 5.056411126186979 | Final-Result = 7.056184885303119 | Diff. = -1.99977375911614]
Vektor 216 [Desired-Out = 16.9923434049034 | Final-Result = 17.34819514567123 | Diff. = -0.3558517407678288]
Vektor 217 [Desired-Out = 51.234011075014905 | Final-Result = 50.18976172318833 | Diff. = 1.044249351826572]
Vektor 218 [Desired-Out = 65.6641116526666 | Final-Result = 65.26822560081695 | Diff. = 0.39588605184965786]
Vektor 219 [Desired-Out = 44.4015535885029 | Final-Result = 44.38749808597537 | Diff. = 0.014055502527526187]
Vektor 220 [Desired-Out = 20.2671231274099 | Final-Result = 20.941497738802607 | Diff. = -0.6743746113927074]
Vektor 221 [Desired-Out = 52.42605934509649 | Final-Result = 52.163158092921286 | Diff. = 0.26290125217520455]
Vektor 222 [Desired-Out = 8.49186843701577 | Final-Result = 10.263566506779247 | Diff. = -1.7716980697634774]
Vektor 223 [Desired-Out = 1.5369538038340795 | Final-Result = 1.7249915328209022 | Diff. = -0.1880377289868227]
Vektor 224 [Desired-Out = 22.5843918906807 | Final-Result = 22.561706562874473 | Diff. = 0.022685327806225786]
Vektor 225 [Desired-Out = 4.5985079492565815 | Final-Result = 3.754653719637858 | Diff. = 0.8438542296187235]
Vektor 226 [Desired-Out = 32.46793968827911 | Final-Result = 32.969868827026175 | Diff. = -0.5019291387470659]
Vektor 227 [Desired-Out = 21.078422037950304 | Final-Result = 21.388147386663533 | Diff. = -0.3097253487132292]
Vektor 228 [Desired-Out = 54.38120776831509 | Final-Result = 53.27988130535816 | Diff. = 1.1013264629569335]
Vektor 229 [Desired-Out = 47.8464492342902 | Final-Result = 48.42501384581375 | Diff. = -0.5785646115235537]
Vektor 230 [Desired-Out = 39.47472789213211 | Final-Result = 39.402269210345715 | Diff. = 0.0724586817863937]
Vektor 231 [Desired-Out = 26.843859173072403 | Final-Result = 27.70453794336693 | Diff. = -0.8606787702945269]
Vektor 232 [Desired-Out = 6.071184959207902 | Final-Result = 4.994966106904266 | Diff. = 1.0762188523036365]
Vektor 233 [Desired-Out = 9.00277790997785 | Final-Result = 10.549720494293561 | Diff. = -1.5469425843157119]
Vektor 234 [Desired-Out = 5.155563920735352 | Final-Result = 6.825589355828129 | Diff. = -1.6700254350927768]
Vektor 235 [Desired-Out = 23.994060605001604 | Final-Result = 23.229818448460804 | Diff. = 0.7642421565407993]
Vektor 236 [Desired-Out = 25.7062952871364 | Final-Result = 26.05246235056318 | Diff. = -0.3461670634267797]
Vektor 237 [Desired-Out = 5.701459626812892 | Final-Result = 4.492416902578061 | Diff. = 1.2090427242348314]
Vektor 238 [Desired-Out = 21.2872904123115 | Final-Result = 21.266336209007342 | Diff. = 0.020954203304157204]
Vektor 239 [Desired-Out = 69.4632950197983 | Final-Result = 68.67829642506153 | Diff. = 0.7849985947367628]
Vektor 240 [Desired-Out = 2.095638948971911 | Final-Result = 4.436693562316786 | Diff. = -2.341054613344875]
Vektor 241 [Desired-Out = 23.6127746281866 | Final-Result = 23.757319981810564 | Diff. = -0.1445453536239647]
Vektor 242 [Desired-Out = 36.40797121786401 | Final-Result = 36.29040761915089 | Diff. = 0.11756359871311872]
Vektor 243 [Desired-Out = 1.0905394072873194 | Final-Result = 1.5554455982801736 | Diff. = -0.46490619099285424]
Vektor 244 [Desired-Out = 41.3510839972387 | Final-Result = 40.67511356658682 | Diff. = 0.6759704306518799]
